pc_id,size,annotated,keys
PC_05805,2,2.0,hypothetical_protein (2)
PC_05806,2,2.0,tail_protein (2)
PC_05807,2,2.0,lower_collar (2)
PC_05808,2,2.0,upper_collar_connector (2)
PC_05809,2,2.0,hypothetical_protein (2)
PC_05810,2,2.0,HNH_endonuclease (2)
PC_05811,2,2.0,hypothetical_protein (2)
PC_05812,2,2.0,hypothetical_protein (2)
PC_05813,2,2.0,hypothetical_protein (2)
PC_05814,2,2.0,hypothetical_protein (2)
PC_05815,2,2.0,tail_fiber_protein (2)
PC_05816,2,2.0,tail_fiber_protein (2)
PC_05817,2,2.0,hypothetical_protein (2)
PC_05818,2,2.0,hypothetical_protein (2)
PC_05819,2,2.0,hypothetical_protein (2)
PC_05820,2,2.0,hypothetical_protein (2)
PC_05821,2,2.0,endolysin (2)
PC_05822,2,2.0,hypothetical_protein (2)
PC_05823,2,2.0,endolysin (2)
PC_05824,2,2.0,DNA_binding_protein (2)
PC_05825,2,2.0,hypothetical_protein (2)
PC_05826,2,2.0,hypothetical_protein (2)
PC_05827,2,2.0,hypothetical_protein (2)
PC_05828,2,2.0,hypothetical_protein (2)
PC_05829,2,2.0,Zot-like_toxin (2)
PC_05830,2,2.0,hypothetical_protein (2)
PC_05831,2,2.0,hypothetical_protein (2)
PC_05832,2,2.0,hypothetical_protein (2)
PC_05833,2,2.0,hypothetical_protein (2)
PC_05834,2,2.0,hypothetical_protein (2)
PC_05835,2,2.0,hypothetical_protein (2)
PC_05836,2,2.0,hypothetical_protein (2)
PC_05837,2,2.0,hypothetical_protein (2)
PC_05838,2,2.0,hypothetical_protein (2)
PC_05839,2,2.0,hypothetical_protein (2)
PC_05840,2,2.0,hypothetical_protein (2)
PC_05841,2,2.0,hypothetical_protein (2)
PC_05842,2,2.0,hypothetical_protein (2)
PC_05843,2,2.0,hypothetical_protein (2)
PC_05844,2,2.0,hypothetical_protein (2)
PC_05845,2,2.0,hypothetical_protein (2)
PC_05846,2,2.0,hypothetical_protein (2)
PC_05847,2,2.0,hypothetical_protein (2)
PC_05848,2,2.0,hypothetical_protein (2)
PC_05849,2,2.0,hypothetical_protein (2)
PC_05850,2,2.0,hypothetical_protein (2)
PC_05851,2,2.0,hypothetical_protein (2)
PC_05852,2,2.0,hypothetical_protein (2)
PC_05853,2,2.0,hypothetical_protein (2)
PC_05854,2,2.0,hypothetical_protein (2)
PC_05855,2,2.0,hypothetical_protein (2)
PC_05856,2,2.0,tail_fiber_protein (2)
PC_05857,2,2.0,hypothetical_protein (2)
PC_05858,2,2.0,tail_completion_or_Neck1_protein (2)
PC_05859,2,2.0,hypothetical_protein (2)
PC_05860,2,2.0,DNA_polymerase (2)
PC_05861,2,2.0,hypothetical_protein (2)
PC_05862,2,2.0,hypothetical_protein (2)
PC_05863,2,2.0,replication_initiation_protein (2)
PC_05864,2,2.0,partition_protein_ATPase (1); hypothetical_protein (1)
PC_05865,2,2.0,hypothetical_protein (2)
PC_05866,2,2.0,metallo-endopeptidase (1); endolysin (1)
PC_05867,2,2.0,hypothetical_protein (2)
PC_05868,2,2.0,hypothetical_protein (2)
PC_05869,2,2.0,hypothetical_protein (2)
PC_05870,2,2.0,hypothetical_protein (2)
PC_05871,2,2.0,hypothetical_protein (2)
PC_05872,2,2.0,hypothetical_protein (2)
PC_05873,2,2.0,hypothetical_protein (2)
PC_05874,2,2.0,tail_terminator (2)
PC_05875,2,2.0,hypothetical_protein (2)
PC_05876,2,2.0,hypothetical_protein (2)
PC_05877,2,2.0,hypothetical_protein (2)
PC_05878,2,2.0,lipoprotein (1); hypothetical_protein (1)
PC_05879,2,2.0,DNA_helicase (2)
PC_05880,2,2.0,queuine_tRNA-ribosyltransferase (2)
PC_05881,2,2.0,hypothetical_protein (2)
PC_05882,2,2.0,hypothetical_protein (2)
PC_05883,2,2.0,hypothetical_protein (2)
PC_05884,2,2.0,hypothetical_protein (2)
PC_05885,2,2.0,hypothetical_protein (2)
PC_05886,2,2.0,hypothetical_protein (2)
PC_05887,2,2.0,hypothetical_protein (2)
PC_05888,2,2.0,hypothetical_protein (2)
PC_05889,2,2.0,hypothetical_protein (2)
PC_05890,2,2.0,RecT-like_ssDNA_annealing_protein (2)
PC_05891,2,2.0,hypothetical_protein (2)
PC_05892,2,2.0,hypothetical_protein (2)
PC_05893,2,2.0,hypothetical_protein (2)
PC_05894,2,2.0,replication_initiation_protein (2)
PC_05895,2,2.0,DNA_methyltransferase (2)
PC_05896,2,2.0,hypothetical_protein (2)
PC_05897,2,2.0,hypothetical_protein (2)
PC_05898,2,2.0,hypothetical_protein (2)
PC_05899,2,2.0,hypothetical_protein (2)
PC_05900,2,2.0,hypothetical_protein (2)
PC_05901,2,2.0,hypothetical_protein (2)
PC_05902,2,2.0,hypothetical_protein (2)
PC_05903,2,2.0,hypothetical_protein (2)
PC_05904,2,2.0,hypothetical_protein (2)
PC_05905,2,2.0,transcriptional_regulator (2)
PC_05906,2,2.0,minor_head_protein (2)
PC_05907,2,2.0,hypothetical_protein (2)
PC_05908,2,2.0,hypothetical_protein (2)
PC_05909,2,2.0,hypothetical_protein (2)
PC_05910,2,2.0,hypothetical_protein (2)
PC_05911,2,2.0,hypothetical_protein (2)
PC_05912,2,2.0,hypothetical_protein (2)
PC_05913,2,2.0,hypothetical_protein (2)
PC_05914,2,2.0,hypothetical_protein (2)
PC_05915,2,2.0,hypothetical_protein (2)
PC_05916,2,2.0,hypothetical_protein (2)
PC_05917,2,2.0,tail_terminator (2)
PC_05918,2,2.0,hypothetical_protein (2)
PC_05919,2,2.0,hypothetical_protein (2)
PC_05920,2,2.0,hypothetical_protein (2)
PC_05921,2,2.0,hypothetical_protein (2)
PC_05922,2,2.0,hypothetical_protein (2)
PC_05923,2,2.0,hypothetical_protein (2)
PC_05924,2,2.0,hypothetical_protein (2)
PC_05925,2,2.0,hypothetical_protein (2)
PC_05926,2,2.0,hypothetical_protein (2)
PC_05927,2,2.0,hypothetical_protein (2)
PC_05928,2,2.0,hypothetical_protein (2)
PC_05929,2,2.0,hypothetical_protein (2)
PC_05930,2,2.0,hypothetical_protein (2)
PC_05931,2,2.0,hypothetical_protein (2)
PC_05932,2,2.0,hypothetical_protein (2)
PC_05933,2,2.0,hypothetical_protein (2)
PC_05934,2,2.0,Foldase_protein_PrsA (2)
PC_05935,2,2.0,hypothetical_protein (2)
PC_05936,2,2.0,hypothetical_protein (2)
PC_05937,2,2.0,hypothetical_protein (2)
PC_05938,2,2.0,hypothetical_protein (2)
PC_05939,2,2.0,hypothetical_protein (2)
PC_05940,2,2.0,hypothetical_protein (2)
PC_05941,2,2.0,hypothetical_protein (2)
PC_05942,2,2.0,hypothetical_protein (2)
PC_05943,2,2.0,hypothetical_protein (2)
PC_05944,2,2.0,hypothetical_protein (2)
PC_05945,2,2.0,DNA_polymerase_exonuclease_subunit (2)
PC_05946,2,2.0,hypothetical_protein (2)
PC_05947,2,2.0,hypothetical_protein (2)
PC_05948,2,2.0,hypothetical_protein (2)
PC_05949,2,2.0,hypothetical_protein (2)
PC_05950,2,2.0,hypothetical_protein (2)
PC_05951,2,2.0,hypothetical_protein (2)
PC_05952,2,2.0,hypothetical_protein (2)
PC_05953,2,2.0,hypothetical_protein (2)
PC_05954,2,2.0,hypothetical_protein (2)
PC_05955,2,2.0,hypothetical_protein (2)
PC_05956,2,2.0,hypothetical_protein (2)
PC_05957,2,2.0,hypothetical_protein (2)
PC_05958,2,2.0,hypothetical_protein (2)
PC_05959,2,2.0,hypothetical_protein (2)
PC_05960,2,2.0,hypothetical_protein (2)
PC_05961,2,2.0,hypothetical_protein (2)
PC_05962,2,2.0,hypothetical_protein (2)
PC_05963,2,2.0,hypothetical_protein (2)
PC_05964,2,2.0,hypothetical_protein (2)
PC_05965,2,2.0,hypothetical_protein (2)
PC_05966,2,2.0,hypothetical_protein (2)
PC_05967,2,2.0,hypothetical_protein (2)
PC_05968,2,2.0,hypothetical_protein (2)
PC_05969,2,2.0,hypothetical_protein (2)
PC_05970,2,2.0,hypothetical_protein (2)
PC_05971,2,2.0,hypothetical_protein (2)
PC_05972,2,2.0,hypothetical_protein (2)
PC_05973,2,2.0,hypothetical_protein (2)
PC_05974,2,2.0,hypothetical_protein (2)
PC_05975,2,2.0,hypothetical_protein (2)
PC_05976,2,2.0,hypothetical_protein (2)
PC_05977,2,2.0,hypothetical_protein (2)
PC_05978,2,2.0,hypothetical_protein (2)
PC_05979,2,2.0,RNA_ligase (2)
PC_05980,2,2.0,RecJ-like_ssDNA_exonuclease (2)
PC_05981,2,2.0,hypothetical_protein (2)
PC_05982,2,2.0,hypothetical_protein (1); endolysin (1)
PC_05983,2,2.0,hypothetical_protein (2)
PC_05984,2,2.0,hypothetical_protein (2)
PC_05985,2,2.0,hypothetical_protein (2)
PC_05986,2,2.0,hypothetical_protein (2)
PC_05987,2,2.0,hypothetical_protein (2)
PC_05988,2,2.0,hypothetical_protein (2)
PC_05989,2,2.0,hypothetical_protein (2)
PC_05990,2,2.0,hypothetical_protein (2)
PC_05991,2,2.0,hypothetical_protein (2)
PC_05992,2,2.0,distal_tail_protein (2)
PC_05993,2,2.0,tail_protein (2)
PC_05994,2,2.0,RecE-like_recombination_exonuclease (2)
PC_05995,2,2.0,hypothetical_protein (2)
PC_05996,2,2.0,plasmid_antitoxin_with_HTH_domain_protein (1); hypothetical_protein (1)
PC_05997,2,2.0,toxin_of_TA_system (2)
PC_05998,2,2.0,hypothetical_protein (2)
PC_05999,2,2.0,hypothetical_protein (2)
PC_06000,2,2.0,hypothetical_protein (2)
PC_06001,2,2.0,hypothetical_protein (2)
PC_06002,2,2.0,baseplate_wedge_subunit (2)
PC_06003,2,2.0,tail_protein (2)
PC_06004,2,2.0,hypothetical_protein (2)
PC_06005,2,2.0,hypothetical_protein (2)
PC_06006,2,2.0,hypothetical_protein (2)
PC_06007,2,2.0,hypothetical_protein (2)
PC_06008,2,2.0,hypothetical_protein (2)
PC_06009,2,2.0,tail_completion_or_Neck1_protein (2)
PC_06010,2,2.0,hypothetical_protein (2)
PC_06011,2,2.0,hypothetical_protein (2)
PC_06012,2,2.0,hypothetical_protein (2)
PC_06013,2,2.0,hypothetical_protein (2)
PC_06014,2,2.0,hypothetical_protein (2)
PC_06015,2,2.0,hypothetical_protein (2)
PC_06016,2,2.0,hypothetical_protein (2)
PC_06017,2,2.0,hypothetical_protein (2)
PC_06018,2,2.0,hypothetical_protein (2)
PC_06019,2,2.0,hypothetical_protein (2)
PC_06020,2,2.0,hypothetical_protein (2)
PC_06021,2,2.0,hypothetical_protein (2)
PC_06022,2,2.0,hypothetical_protein (2)
PC_06023,2,2.0,hypothetical_protein (2)
PC_06024,2,2.0,hypothetical_protein (2)
PC_06025,2,2.0,transposase (2)
PC_06026,2,2.0,hypothetical_protein (2)
PC_06027,2,2.0,hypothetical_protein (2)
PC_06028,2,2.0,hypothetical_protein (2)
PC_06029,2,2.0,hypothetical_protein (2)
PC_06030,2,2.0,hypothetical_protein (2)
PC_06031,2,2.0,hypothetical_protein (2)
PC_06032,2,2.0,head_decoration (2)
PC_06033,2,2.0,head_decoration (1); hypothetical_protein (1)
PC_06034,2,2.0,terminase_small_subunit (2)
PC_06035,2,2.0,hypothetical_protein (2)
PC_06036,2,2.0,hypothetical_protein (2)
PC_06037,2,2.0,hypothetical_protein (2)
PC_06038,2,2.0,hypothetical_protein (2)
PC_06039,2,2.0,hypothetical_protein (2)
PC_06040,2,2.0,hypothetical_protein (2)
PC_06041,2,2.0,hypothetical_protein (2)
PC_06042,2,2.0,hypothetical_protein (2)
PC_06043,2,2.0,tail_assembly_chaperone (2)
PC_06044,2,2.0,hypothetical_protein (2)
PC_06045,2,2.0,hypothetical_protein (2)
PC_06046,2,2.0,hypothetical_protein (2)
PC_06047,2,2.0,hypothetical_protein (2)
PC_06048,2,2.0,hypothetical_protein (2)
PC_06049,2,2.0,hypothetical_protein (2)
PC_06050,2,2.0,hypothetical_protein (2)
PC_06051,2,2.0,hypothetical_protein (2)
PC_06052,2,2.0,hypothetical_protein (2)
PC_06053,2,2.0,hypothetical_protein (2)
PC_06054,2,2.0,minor_head_protein (2)
PC_06055,2,2.0,minor_head_protein (2)
PC_06056,2,2.0,hypothetical_protein (2)
PC_06057,2,2.0,hypothetical_protein (2)
PC_06058,2,2.0,hypothetical_protein (2)
PC_06059,2,2.0,hypothetical_protein (2)
PC_06060,2,2.0,hypothetical_protein (2)
PC_06061,2,2.0,toxin (2)
PC_06062,2,2.0,hypothetical_protein (2)
PC_06063,2,2.0,hypothetical_protein (2)
PC_06064,2,2.0,hypothetical_protein (2)
PC_06065,2,2.0,hypothetical_protein (2)
PC_06066,2,2.0,hypothetical_protein (2)
PC_06067,2,2.0,transcriptional_repressor (2)
PC_06068,2,2.0,hypothetical_protein (2)
PC_06069,2,2.0,hypothetical_protein (2)
PC_06070,2,2.0,hypothetical_protein (2)
PC_06071,2,2.0,hypothetical_protein (2)
PC_06072,2,2.0,hypothetical_protein (2)
PC_06073,2,2.0,hypothetical_protein (2)
PC_06074,2,2.0,hypothetical_protein (2)
PC_06075,2,2.0,hypothetical_protein (2)
PC_06076,2,2.0,hypothetical_protein (2)
PC_06077,2,2.0,hypothetical_protein (2)
PC_06078,2,2.0,hypothetical_protein (2)
PC_06079,2,2.0,hypothetical_protein (2)
PC_06080,2,2.0,hypothetical_protein (2)
PC_06081,2,2.0,hypothetical_protein (2)
PC_06082,2,2.0,hypothetical_protein (2)
PC_06083,2,2.0,hypothetical_protein (2)
PC_06084,2,2.0,hypothetical_protein (2)
PC_06085,2,2.0,hypothetical_protein (2)
PC_06086,2,2.0,hypothetical_protein (2)
PC_06087,2,2.0,hypothetical_protein (2)
PC_06088,2,2.0,hypothetical_protein (2)
PC_06089,2,2.0,hypothetical_protein (2)
PC_06090,2,2.0,hypothetical_protein (2)
PC_06091,2,2.0,hypothetical_protein (2)
PC_06092,2,2.0,hypothetical_protein (2)
PC_06093,2,2.0,hypothetical_protein (2)
PC_06094,2,2.0,hypothetical_protein (2)
PC_06095,2,2.0,hypothetical_protein (2)
PC_06096,2,2.0,hypothetical_protein (2)
PC_06097,2,2.0,hypothetical_protein (2)
PC_06098,2,2.0,hypothetical_protein (2)
PC_06099,2,2.0,hypothetical_protein (2)
PC_06100,2,2.0,excisionase (2)
PC_06101,2,2.0,hypothetical_protein (2)
PC_06102,2,2.0,hypothetical_protein (2)
PC_06103,2,2.0,hypothetical_protein (2)
PC_06104,2,2.0,hypothetical_protein (2)
PC_06105,2,2.0,hypothetical_protein (2)
PC_06106,2,2.0,hypothetical_protein (2)
PC_06107,2,2.0,hypothetical_protein (2)
PC_06108,2,2.0,hypothetical_protein (2)
PC_06109,2,2.0,hypothetical_protein (2)
PC_06110,2,2.0,hypothetical_protein (2)
PC_06111,2,2.0,hypothetical_protein (2)
PC_06112,2,2.0,hypothetical_protein (2)
PC_06113,2,2.0,hypothetical_protein (2)
PC_06114,2,2.0,hypothetical_protein (2)
PC_06115,2,2.0,hypothetical_protein (2)
PC_06116,2,2.0,hypothetical_protein (2)
PC_06117,2,2.0,hypothetical_protein (2)
PC_06118,2,2.0,hypothetical_protein (2)
PC_06119,2,2.0,hypothetical_protein (2)
PC_06120,2,2.0,hypothetical_protein (2)
PC_06121,2,2.0,hypothetical_protein (2)
PC_06122,2,2.0,hypothetical_protein (2)
PC_06123,2,2.0,hypothetical_protein (2)
PC_06124,2,2.0,hypothetical_protein (2)
PC_06125,2,2.0,tail_completion_or_Neck1_protein (2)
PC_06126,2,2.0,hypothetical_protein (2)
PC_06127,2,2.0,tail_fiber_protein (2)
PC_06128,2,2.0,tail_fiber_protein (2)
PC_06129,2,2.0,hypothetical_protein (2)
PC_06130,2,2.0,tail_protein (2)
PC_06131,2,2.0,hypothetical_protein (2)
PC_06132,2,2.0,hypothetical_protein (2)
PC_06133,2,2.0,hypothetical_protein (2)
PC_06134,2,2.0,hypothetical_protein (2)
PC_06135,2,2.0,hypothetical_protein (2)
PC_06136,2,2.0,hypothetical_protein (2)
PC_06137,2,2.0,hypothetical_protein (2)
PC_06138,2,2.0,hypothetical_protein (2)
PC_06139,2,2.0,hypothetical_protein (2)
PC_06140,2,2.0,terminase_small_subunit (2)
PC_06141,2,2.0,head_scaffolding_protein (2)
PC_06142,2,2.0,hypothetical_protein (2)
PC_06143,2,2.0,hypothetical_protein (2)
PC_06144,2,2.0,hypothetical_protein (2)
PC_06145,2,2.0,hypothetical_protein (2)
PC_06146,2,2.0,virion_structural_protein (2)
PC_06147,2,2.0,hypothetical_protein (2)
PC_06148,2,2.0,hypothetical_protein (2)
PC_06149,2,2.0,hypothetical_protein (2)
PC_06150,2,2.0,hypothetical_protein (2)
PC_06151,2,2.0,hypothetical_protein (2)
PC_06152,2,2.0,hypothetical_protein (2)
PC_06153,2,2.0,hypothetical_protein (2)
PC_06154,2,2.0,hypothetical_protein (2)
PC_06155,2,2.0,hypothetical_protein (2)
PC_06156,2,2.0,hypothetical_protein (2)
PC_06157,2,2.0,hypothetical_protein (2)
PC_06158,2,2.0,hypothetical_protein (2)
PC_06159,2,2.0,hypothetical_protein (2)
PC_06160,2,2.0,hypothetical_protein (2)
PC_06161,2,2.0,hypothetical_protein (2)
PC_06162,2,2.0,hypothetical_protein (2)
PC_06163,2,2.0,hypothetical_protein (2)
PC_06164,2,2.0,hypothetical_protein (2)
PC_06165,2,2.0,hypothetical_protein (2)
PC_06166,2,2.0,hypothetical_protein (2)
PC_06167,2,2.0,DNA_methyltransferase (2)
PC_06168,2,2.0,hypothetical_protein (2)
PC_06169,2,2.0,hypothetical_protein (2)
PC_06170,2,2.0,hypothetical_protein (2)
PC_06171,2,2.0,hypothetical_protein (2)
PC_06172,2,2.0,hypothetical_protein (2)
PC_06173,2,2.0,hypothetical_protein (2)
PC_06174,2,2.0,hypothetical_protein (2)
PC_06175,2,2.0,hypothetical_protein (2)
PC_06176,2,2.0,hypothetical_protein (2)
PC_06177,2,2.0,hypothetical_protein (2)
PC_06178,2,2.0,hypothetical_protein (2)
PC_06179,2,2.0,hypothetical_protein (2)
PC_06180,2,2.0,hypothetical_protein (2)
PC_06181,2,2.0,virion_structural_protein (2)
PC_06182,2,2.0,hypothetical_protein (2)
PC_06183,2,2.0,hypothetical_protein (2)
PC_06184,2,2.0,hypothetical_protein (2)
PC_06185,2,2.0,hypothetical_protein (2)
PC_06186,2,2.0,hypothetical_protein (2)
PC_06187,2,2.0,hypothetical_protein (2)
PC_06188,2,2.0,hypothetical_protein (2)
PC_06189,2,2.0,hypothetical_protein (2)
PC_06190,2,2.0,hypothetical_protein (2)
PC_06191,2,2.0,HNH_endonuclease (2)
PC_06192,2,2.0,hypothetical_protein (2)
PC_06193,2,2.0,hypothetical_protein (2)
PC_06194,2,2.0,hypothetical_protein (2)
PC_06195,2,2.0,thioredoxin_domain_protein (2)
PC_06196,2,2.0,hypothetical_protein (2)
PC_06197,2,2.0,hypothetical_protein (2)
PC_06198,2,2.0,GtrB-like_O-antigen_conversion (2)
PC_06199,2,2.0,minor_head_protein (1); minor_tail_protein (1)
PC_06200,2,2.0,tail_fiber_protein (1); minor_tail_protein (1)
PC_06201,2,2.0,hypothetical_protein (2)
PC_06202,2,2.0,hypothetical_protein (2)
PC_06203,2,2.0,hypothetical_protein (2)
PC_06204,2,2.0,hypothetical_protein (2)
PC_06205,2,2.0,hypothetical_protein (2)
PC_06206,2,2.0,hypothetical_protein (2)
PC_06207,2,2.0,hypothetical_protein (2)
PC_06208,2,2.0,hypothetical_protein (2)
PC_06209,2,2.0,hypothetical_protein (2)
PC_06210,2,2.0,hypothetical_protein (2)
PC_06211,2,2.0,hypothetical_protein (2)
PC_06212,2,2.0,hypothetical_protein (2)
PC_06213,2,2.0,hypothetical_protein (2)
PC_06214,2,2.0,hypothetical_protein (2)
PC_06215,2,2.0,hypothetical_protein (2)
PC_06216,2,2.0,hypothetical_protein (2)
PC_06217,2,2.0,hypothetical_protein (2)
PC_06218,2,2.0,hypothetical_protein (2)
PC_06219,2,2.0,hypothetical_protein (2)
PC_06220,2,2.0,hypothetical_protein (2)
PC_06221,2,2.0,hypothetical_protein (2)
PC_06222,2,2.0,hypothetical_protein (2)
PC_06223,2,2.0,hypothetical_protein (2)
PC_06224,2,2.0,hypothetical_protein (2)
PC_06225,2,2.0,hypothetical_protein (2)
PC_06226,2,2.0,hypothetical_protein (2)
PC_06227,2,2.0,hypothetical_protein (2)
PC_06228,2,2.0,hypothetical_protein (2)
PC_06229,2,2.0,thioredoxin_domain_protein (2)
PC_06230,2,2.0,hypothetical_protein (2)
PC_06231,2,2.0,hypothetical_protein (2)
PC_06232,2,2.0,hypothetical_protein (2)
PC_06233,2,2.0,hypothetical_protein (2)
PC_06234,2,2.0,hypothetical_protein (2)
PC_06235,2,2.0,hypothetical_protein (2)
PC_06236,2,2.0,minor_tail_protein (2)
PC_06237,2,2.0,hypothetical_protein (2)
PC_06238,2,2.0,hypothetical_protein (2)
PC_06239,2,2.0,hypothetical_protein (2)
PC_06240,2,2.0,unknown_function (2)
PC_06241,2,2.0,hypothetical_protein (2)
PC_06242,2,2.0,hypothetical_protein (2)
PC_06243,2,2.0,hypothetical_protein (2)
PC_06244,2,2.0,hypothetical_protein (2)
PC_06245,2,2.0,holin (2)
PC_06246,2,2.0,hypothetical_protein (2)
PC_06247,2,2.0,hypothetical_protein (2)
PC_06248,2,2.0,major_head_protein (2)
PC_06249,2,2.0,hypothetical_protein (2)
PC_06250,2,2.0,hypothetical_protein (2)
PC_06251,2,2.0,hypothetical_protein (2)
PC_06252,2,2.0,DNA_primase (2)
PC_06253,2,2.0,cysteine_dioxygenase (2)
PC_06254,2,2.0,hypothetical_protein (2)
PC_06255,2,2.0,hypothetical_protein (2)
PC_06256,2,2.0,hypothetical_protein (2)
PC_06257,2,2.0,hypothetical_protein (2)
PC_06258,2,2.0,hypothetical_protein (2)
PC_06259,2,2.0,hypothetical_protein (2)
PC_06260,2,2.0,hypothetical_protein (2)
PC_06261,2,2.0,hypothetical_protein (2)
PC_06262,2,2.0,hypothetical_protein (2)
PC_06263,2,2.0,hypothetical_protein (2)
PC_06264,2,2.0,hypothetical_protein (2)
PC_06265,2,2.0,polynucleotide_kinase (2)
PC_06266,2,2.0,hypothetical_protein (2)
PC_06267,2,2.0,hypothetical_protein (2)
PC_06268,2,2.0,hypothetical_protein (2)
PC_06269,2,2.0,hypothetical_protein (2)
PC_06270,2,2.0,hypothetical_protein (2)
PC_06271,2,2.0,hypothetical_protein (2)
PC_06272,2,2.0,hypothetical_protein (2)
PC_06273,2,2.0,tail_assembly_protein (1); hypothetical_protein (1)
PC_06274,2,2.0,hypothetical_protein (2)
PC_06275,2,2.0,membrane_protein (2)
PC_06276,2,2.0,hypothetical_protein (2)
PC_06277,2,2.0,hypothetical_protein (2)
PC_06278,2,2.0,hypothetical_protein (2)
PC_06279,2,2.0,starvation-inducible_transcriptional_regulator (2)
PC_06280,2,2.0,hypothetical_protein (2)
PC_06281,2,2.0,hypothetical_protein (2)
PC_06282,2,2.0,hypothetical_protein (1); RecX-like_filament_modulator (1)
PC_06283,2,2.0,hypothetical_protein (2)
PC_06284,2,2.0,hypothetical_protein (2)
PC_06285,2,2.0,hypothetical_protein (2)
PC_06286,2,2.0,hypothetical_protein (2)
PC_06287,2,2.0,hypothetical_protein (2)
PC_06288,2,2.0,hypothetical_protein (2)
PC_06289,2,2.0,hypothetical_protein (2)
PC_06290,2,2.0,hypothetical_protein (2)
PC_06291,2,2.0,hypothetical_protein (2)
PC_06292,2,2.0,hypothetical_protein (2)
PC_06293,2,2.0,hypothetical_protein (2)
PC_06294,2,2.0,hypothetical_protein (2)
PC_06295,2,2.0,hypothetical_protein (2)
PC_06296,2,2.0,hypothetical_protein (2)
PC_06297,2,2.0,hypothetical_protein (2)
PC_06298,2,2.0,hypothetical_protein (2)
PC_06299,2,2.0,hypothetical_protein (2)
PC_06300,2,2.0,hypothetical_protein (2)
PC_06301,2,2.0,hypothetical_protein (2)
PC_06302,2,2.0,hypothetical_protein (2)
PC_06303,2,2.0,hypothetical_protein (2)
PC_06304,2,2.0,hypothetical_protein (2)
PC_06305,2,2.0,hypothetical_protein (2)
PC_06306,2,2.0,hypothetical_protein (2)
PC_06307,2,2.0,hypothetical_protein (2)
PC_06308,2,2.0,hypothetical_protein (2)
PC_06309,2,2.0,hypothetical_protein (2)
PC_06310,2,2.0,hypothetical_protein (2)
PC_06311,2,2.0,Gp2.5-like_ssDNA_binding_protein_and_ssDNA_annealing_protein (1); hypothetical_protein (1)
PC_06312,2,2.0,hypothetical_protein (2)
PC_06313,2,2.0,hypothetical_protein (2)
PC_06314,2,2.0,hypothetical_protein (2)
PC_06315,2,2.0,hypothetical_protein (2)
PC_06316,2,2.0,hypothetical_protein (2)
PC_06317,2,2.0,hypothetical_protein (2)
PC_06318,2,2.0,hypothetical_protein (2)
PC_06319,2,2.0,hypothetical_protein (2)
PC_06320,2,2.0,Rz-like_spanin (2)
PC_06321,2,2.0,virion_structural_protein (2)
PC_06322,2,2.0,tail_fiber_protein (2)
PC_06323,2,2.0,hypothetical_protein (2)
PC_06324,2,2.0,hypothetical_protein (2)
PC_06325,2,2.0,hypothetical_protein (2)
PC_06326,2,2.0,hypothetical_protein (2)
PC_06327,2,2.0,hypothetical_protein (2)
PC_06328,2,2.0,hypothetical_protein (2)
PC_06329,2,2.0,hypothetical_protein (2)
PC_06330,2,2.0,tail_protein (2)
PC_06331,2,2.0,hypothetical_protein (2)
PC_06332,2,2.0,hypothetical_protein (1); nucleoside_deoxyribosyltransferase (1)
PC_06333,2,2.0,hypothetical_protein (2)
PC_06334,2,2.0,hypothetical_protein (2)
PC_06335,2,2.0,hypothetical_protein (2)
PC_06336,2,2.0,hypothetical_protein (2)
PC_06337,2,2.0,hypothetical_protein (2)
PC_06338,2,2.0,hypothetical_protein (1); DnaC-like_helicase_loader (1)
PC_06339,2,2.0,hypothetical_protein (2)
PC_06340,2,2.0,hypothetical_protein (2)
PC_06341,2,2.0,hypothetical_protein (2)
